enno_msgid,sg_rule,eReason,sReason,enno_total_message,enno_total_case,enno_total_false,real_false,real_false_case,false_report_ratio,s_total_message,s_total_case,s_total_miss,real_miss,real_miss_case,miss_report_ratio,eReasonDiffStatistics,sReasonDiffStatistics,reasonDiffStatistics,eReasonIssueStatistics,sReasonIssueStatistics,reasonIssueStatistics
ChyAcSyncMultiTimes,Ac_coherency06,,,84,71,4,0,0,0.00%,80,67,0,0,0,0.00%,"Diff3-synth3-mux_and: msg: 3, case: 3
Diff35-synth8-1&1'b1: msg: 3, case: 3
Diff125-diff20-logic_optimization: msg: 1, case: 1",,"Diff3-synth3-mux_and: msg: 3, case: 3
Diff35-synth8-1&1'b1: msg: 3, case: 3
Diff125-diff20-logic_optimization: msg: 1, case: 1",,,
SetupClockGlitch,Clock_glitch05,,,135,86,6,0,0,0.00%,139,87,10,0,0,0.00%,"Diff115-bug27-version_difference: msg: 4, case: 4
Diff5-bug1-mux_latch: msg: 2, case: 2","Diff115-bug27-version_difference: msg: 4, case: 4
Diff500-built_in-003: msg: 3, case: 1
Diff56-irregular5-latch-infer_clk: msg: 3, case: 2","Diff115-bug27-version_difference: msg: 8, case: 4
Diff500-built_in-003: msg: 3, case: 1
Diff56-irregular5-latch-infer_clk: msg: 3, case: 2
Diff5-bug1-mux_latch: msg: 2, case: 2",,,
IntegrityClockConverge,Clock_converge01,,,134,111,38,0,0,0.00%,138,117,42,0,0,0.00%,"Diff75-line_no3: msg: 18, case: 18
Diff110-bug25-clock_coverge: msg: 4, case: 3
Diff5-bug1-mux_latch: msg: 7, case: 7
Diff24-synth4-mux_and: msg: 1, case: 1
Diff112-irregular7-clock_coverge: msg: 8, case: 6
pass-diff115-bug27-version_difference: msg: 114, case: 99","Diff105-synth20-clock_coverge: msg: 3, case: 3
Diff75-line_no3: msg: 18, case: 18
Diff192-diff35-logic_optimization: msg: 7, case: 5
Diff95-synth19-data_const: msg: 1, case: 1
Diff142-synth29-udp: msg: 1, case: 1
Diff5-bug1-mux_latch: msg: 4, case: 4
Diff112-irregular7-clock_coverge: msg: 8, case: 6
pass-diff115-bug27-version_difference: msg: 114, case: 99","Diff105-synth20-clock_coverge: msg: 3, case: 3
Diff75-line_no3: msg: 18, case: 18
Diff110-bug25-clock_coverge: msg: 4, case: 3
Diff5-bug1-mux_latch: msg: 11, case: 11
Diff192-diff35-logic_optimization: msg: 7, case: 5
Diff95-synth19-data_const: msg: 1, case: 1
Diff142-synth29-udp: msg: 1, case: 1
Diff24-synth4-mux_and: msg: 1, case: 1
Diff112-irregular7-clock_coverge: msg: 16, case: 6
pass-diff115-bug27-version_difference: msg: 114, case: 99",,,
ChySameSrcConvIncSeq,Ac_conv01,,,402,192,5,0,0,0.00%,409,192,11,0,0,0.00%,"Diff122-bug30-conv: msg: 1, case: 1
Diff115-bug27-version_difference: msg: 2, case: 2
Diff143-bug35-conv: msg: 2, case: 2
pass-Diff150-report22_conv: msg: 2, case: 2","Diff156-bug40-conv: msg: 1, case: 1
Diff198-synth41-conv_enable_dff: msg: 10, case: 3
pass-diff128-synth25-unsynthesizable-lint_error_STARC05-2.5.1.5a: msg: 1, case: 1
pass-Diff150-report22_conv: msg: 2, case: 2","Diff156-bug40-conv: msg: 1, case: 1
Diff198-synth41-conv_enable_dff: msg: 10, case: 3
Diff122-bug30-conv: msg: 1, case: 1
Diff115-bug27-version_difference: msg: 2, case: 2
Diff143-bug35-conv: msg: 2, case: 2
pass-diff128-synth25-unsynthesizable-lint_error_STARC05-2.5.1.5a: msg: 1, case: 1
pass-Diff150-report22_conv: msg: 2, case: 2",,,
ChySameSrcConvExcSeq,Ac_conv02,,,688,417,20,0,0,0.00%,674,410,6,0,0,0.00%,"Diff198-synth41-conv_enable_dff: msg: 10, case: 3
Diff122-bug30-conv: msg: 1, case: 1
Diff115-bug27-version_difference: msg: 3, case: 3
Diff31-line_no: msg: 6, case: 6
pass-Diff31-line_no: msg: 1, case: 1
pass-Diff150-report22_conv: msg: 5, case: 5
pass-diff121-bug29: msg: 20, case: 20","Diff31-line_no: msg: 6, case: 6
pass-Diff31-line_no: msg: 1, case: 1
pass-Diff150-report22_conv: msg: 5, case: 5
pass-diff121-bug29: msg: 20, case: 20","Diff198-synth41-conv_enable_dff: msg: 10, case: 3
Diff122-bug30-conv: msg: 1, case: 1
Diff115-bug27-version_difference: msg: 3, case: 3
Diff31-line_no: msg: 12, case: 6
pass-Diff31-line_no: msg: 1, case: 1
pass-Diff150-report22_conv: msg: 5, case: 5
pass-diff121-bug29: msg: 20, case: 20",,,
ChyDiffSrcConv,Ac_conv03,,,185,90,5,0,0,0.00%,185,90,5,0,0,0.00%,"Diff115-bug27-version_difference: msg: 1, case: 1
Diff121-bug29-conv: msg: 2, case: 2
Diff112-irregular7-clock_coverge: msg: 1, case: 1
Diff122-bug30-conv: msg: 1, case: 1","Diff121-bug29-conv: msg: 2, case: 2
Diff112-irregular7-clock_coverge: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 2, case: 2","Diff115-bug27-version_difference: msg: 1, case: 1
Diff121-bug29-conv: msg: 4, case: 2
Diff112-irregular7-clock_coverge: msg: 2, case: 1
Diff122-bug30-conv: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 2, case: 2",,,
ChyCtrlBusNoConv,Ac_conv04,,,435,388,106,0,0,0.00%,523,412,105,0,0,0.00%,"Diff75-line_no3: msg: 92, case: 91
Diff140-line_no6-conv: msg: 3, case: 3
Diff124-diff20-reset_info01_15: msg: 7, case: 7
Diff124-diff20-reset_info01_03: msg: 7, case: 7
Diff126-bug31-conv: msg: 4, case: 4","Diff75-line_no3: msg: 92, case: 91
Diff24-synth4-mux_and: msg: 1, case: 1
Diff140-line_no6-conv: msg: 3, case: 3
Diff124-diff20-reset_info01_15: msg: 7, case: 7
Diff124-diff20-reset_info01_03: msg: 7, case: 7
Diff5-bug1-mux_latch: msg: 2, case: 2","Diff75-line_no3: msg: 92, case: 91
Diff24-synth4-mux_and: msg: 1, case: 1
Diff140-line_no6-conv: msg: 3, case: 3
Diff124-diff20-reset_info01_15: msg: 7, case: 7
Diff124-diff20-reset_info01_03: msg: 7, case: 7
Diff126-bug31-conv: msg: 4, case: 4
Diff5-bug1-mux_latch: msg: 2, case: 2",,,
ChyDataBusDiffSyncScheme,Ac_conv04,,,14,14,0,0,0,0.00%,523,412,105,0,0,0.00%,,"Diff75-line_no3: msg: 92, case: 91
Diff24-synth4-mux_and: msg: 1, case: 1
Diff140-line_no6-conv: msg: 3, case: 3
Diff124-diff20-reset_info01_15: msg: 7, case: 7
Diff124-diff20-reset_info01_03: msg: 7, case: 7
Diff5-bug1-mux_latch: msg: 2, case: 2","Diff75-line_no3: msg: 92, case: 91
Diff24-synth4-mux_and: msg: 1, case: 1
Diff140-line_no6-conv: msg: 3, case: 3
Diff124-diff20-reset_info01_15: msg: 7, case: 7
Diff124-diff20-reset_info01_03: msg: 7, case: 7
Diff5-bug1-mux_latch: msg: 2, case: 2",,,
ChyDataBusDiffEnable,Ac_conv04,,,85,74,10,0,0,0.00%,523,412,105,0,0,0.00%,"Diff78-bug15-and_gate: msg: 4, case: 2
Diff119-multi_reasons13-and_gate: msg: 1, case: 1
Diff126-bug31-conv: msg: 5, case: 5","Diff75-line_no3: msg: 92, case: 91
Diff24-synth4-mux_and: msg: 1, case: 1
Diff140-line_no6-conv: msg: 3, case: 3
Diff124-diff20-reset_info01_15: msg: 7, case: 7
Diff124-diff20-reset_info01_03: msg: 7, case: 7
Diff5-bug1-mux_latch: msg: 2, case: 2","Diff75-line_no3: msg: 92, case: 91
Diff24-synth4-mux_and: msg: 1, case: 1
Diff140-line_no6-conv: msg: 3, case: 3
Diff124-diff20-reset_info01_15: msg: 7, case: 7
Diff124-diff20-reset_info01_03: msg: 7, case: 7
Diff78-bug15-and_gate: msg: 4, case: 2
Diff119-multi_reasons13-and_gate: msg: 1, case: 1
Diff126-bug31-conv: msg: 5, case: 5
Diff5-bug1-mux_latch: msg: 2, case: 2",,,
IntegrityRstConvOnComb,Ar_converge01,,,198,94,6,0,0,0.00%,251,98,59,0,0,0.00%,"Diff96-bug20-ar: msg: 6, case: 2","Diff34-synth7-shift_register: msg: 4, case: 4
Diff192-diff35-logic_optimization: msg: 2, case: 2
Diff117-bug28-ar: msg: 53, case: 1","Diff34-synth7-shift_register: msg: 4, case: 4
Diff192-diff35-logic_optimization: msg: 2, case: 2
Diff117-bug28-ar: msg: 53, case: 1
Diff96-bug20-ar: msg: 6, case: 2",,,
SetupClkUndefined,Setup_clockreset01,,,94,94,3,0,0,0.00%,229,210,11,0,0,0.00%,"Diff107-bug24_syntax1: msg: 1, case: 1
Diff125-diff20-logic_optimization: msg: 1, case: 1
Diff131-bug33-clocktietoconst-logic_optimization: msg: 1, case: 1","Diff500-built_in-003: msg: 2, case: 1
Diff190-synth39-udp: msg: 1, case: 1
Diff197-diff39-SGDC_waive_message: msg: 3, case: 3
Diff104-bug23-wildcard: msg: 1, case: 1
Diff115-bug27-version_difference: msg: 1, case: 1
Diff148-report22-set_case_analysis: msg: 3, case: 3","Diff500-built_in-003: msg: 2, case: 1
Diff190-synth39-udp: msg: 1, case: 1
Diff197-diff39-SGDC_waive_message: msg: 3, case: 3
Diff104-bug23-wildcard: msg: 1, case: 1
Diff115-bug27-version_difference: msg: 1, case: 1
Diff148-report22-set_case_analysis: msg: 3, case: 3
Diff107-bug24_syntax1: msg: 1, case: 1
Diff125-diff20-logic_optimization: msg: 1, case: 1
Diff131-bug33-clocktietoconst-logic_optimization: msg: 1, case: 1",,,
SetupRstNotDefined,Setup_clockreset01,,,0,0,0,0,0,0,229,210,11,0,0,0.00%,,"Diff500-built_in-003: msg: 2, case: 1
Diff190-synth39-udp: msg: 1, case: 1
Diff197-diff39-SGDC_waive_message: msg: 3, case: 3
Diff104-bug23-wildcard: msg: 1, case: 1
Diff115-bug27-version_difference: msg: 1, case: 1
Diff148-report22-set_case_analysis: msg: 3, case: 3","Diff500-built_in-003: msg: 2, case: 1
Diff190-synth39-udp: msg: 1, case: 1
Diff197-diff39-SGDC_waive_message: msg: 3, case: 3
Diff104-bug23-wildcard: msg: 1, case: 1
Diff115-bug27-version_difference: msg: 1, case: 1
Diff148-report22-set_case_analysis: msg: 3, case: 3",,,
SetupClkInferred,Clock_info01,,,17417,8436,36,0,0,0.00%,17695,8492,185,0,0,0.00%,"Diff61-diff9-clk_inferred: msg: 7, case: 2
Diff179-synth36-Lint_error: msg: 3, case: 3
Diff186-report29-rst_inferred: msg: 4, case: 4
Diff107-bug24_syntax1: msg: 3, case: 3
Diff104-bug23-wildcard: msg: 4, case: 2
Diff115-bug27-version_difference: msg: 1, case: 1
Diff167-synth34-logic_optimization: msg: 3, case: 3
Diff132-synth27-clock_info01: msg: 4, case: 4
Diff5-bug1-mux_latch: msg: 4, case: 4
Diff51-synth11-mux: msg: 3, case: 1
Diff123-diff19-clock_info-03: msg: 21, case: 12","Diff5-bug1-mux_latch: msg: 31, case: 14
Diff500-built_in-003: msg: 5, case: 3
Diff192-diff35-logic_optimization: msg: 6, case: 6
Diff61-diff9-clk_inferred: msg: 2, case: 2
Diff179-synth36-Lint_error: msg: 3, case: 3
Diff123-diff19-clock_info01-02: msg: 13, case: 13
Diff22-Lint_error: msg: 12, case: 5
Diff84-synth16-unsynthesizable: msg: 3, case: 3
Diff142-synth29-udp: msg: 2, case: 2
Diff155-bug39-built-in: msg: 4, case: 2
Diff197-diff39-SGDC_waive_message: msg: 16, case: 8
Diff34-synth7-shift_register: msg: 60, case: 52
Diff115-bug27-version_difference: msg: 1, case: 1
Diff181-bug44-set_case_analysis: msg: 2, case: 2
Diff148-report22-set_case_analysis: msg: 2, case: 2
Diff104-bug23-wildcard: msg: 12, case: 4
Diff125-diff20-logic_optimization: msg: 9, case: 5
Diff131-bug33-clocktietoconst-logic_optimization: msg: 2, case: 1
pass-diff128-synth25-unsynthesizable-lint_error_STARC05-2.5.1.5a: msg: 36, case: 21
Diff123-diff19-clock_info-03: msg: 21, case: 12
pass-diff98-synth19-unsynthesizable: msg: 2, case: 1
pass-diff81-synth15-unsynthesizable: msg: 91, case: 9","Diff5-bug1-mux_latch: msg: 35, case: 14
Diff500-built_in-003: msg: 5, case: 3
Diff192-diff35-logic_optimization: msg: 6, case: 6
Diff61-diff9-clk_inferred: msg: 9, case: 4
Diff179-synth36-Lint_error: msg: 6, case: 3
Diff186-report29-rst_inferred: msg: 4, case: 4
Diff123-diff19-clock_info01-02: msg: 13, case: 13
Diff22-Lint_error: msg: 12, case: 5
Diff107-bug24_syntax1: msg: 3, case: 3
Diff84-synth16-unsynthesizable: msg: 3, case: 3
Diff142-synth29-udp: msg: 2, case: 2
Diff155-bug39-built-in: msg: 4, case: 2
Diff197-diff39-SGDC_waive_message: msg: 16, case: 8
Diff104-bug23-wildcard: msg: 16, case: 6
Diff34-synth7-shift_register: msg: 60, case: 52
Diff115-bug27-version_difference: msg: 2, case: 1
Diff167-synth34-logic_optimization: msg: 3, case: 3
Diff181-bug44-set_case_analysis: msg: 2, case: 2
Diff148-report22-set_case_analysis: msg: 2, case: 2
Diff132-synth27-clock_info01: msg: 4, case: 4
Diff125-diff20-logic_optimization: msg: 9, case: 5
Diff131-bug33-clocktietoconst-logic_optimization: msg: 2, case: 1
Diff51-synth11-mux: msg: 3, case: 1
pass-diff128-synth25-unsynthesizable-lint_error_STARC05-2.5.1.5a: msg: 36, case: 21
Diff123-diff19-clock_info-03: msg: 21, case: 12
pass-diff98-synth19-unsynthesizable: msg: 2, case: 1
pass-diff81-synth15-unsynthesizable: msg: 91, case: 9",,,
SetupClkNetUndefined,Clock_info03a,,,254,190,18,0,0,0.00%,256,190,20,0,0,0.00%,"Diff75-line_no3: msg: 6, case: 6
Diff59-report4-multi_bits_merge: msg: 6, case: 6
Diff5-bug1-mux_latch: msg: 5, case: 5
Diff107-bug24_syntax1: msg: 1, case: 1","Diff75-line_no3: msg: 6, case: 6
Diff500-built_in-003: msg: 2, case: 1
Diff167-synth34-logic_optimization: msg: 2, case: 2
Diff59-report4-multi_bits_merge: msg: 6, case: 6
Diff181-bug44-set_case_analysis: msg: 2, case: 2
Diff34-synth7-shift_register: msg: 1, case: 1
Diff124-bug37-clock_info03: msg: 1, case: 1","Diff75-line_no3: msg: 6, case: 6
Diff500-built_in-003: msg: 2, case: 1
Diff167-synth34-logic_optimization: msg: 2, case: 2
Diff59-report4-multi_bits_merge: msg: 6, case: 6
Diff5-bug1-mux_latch: msg: 5, case: 5
Diff181-bug44-set_case_analysis: msg: 2, case: 2
Diff34-synth7-shift_register: msg: 1, case: 1
Diff107-bug24_syntax1: msg: 1, case: 1
Diff124-bug37-clock_info03: msg: 1, case: 1",,,
SetupClkTiedToConst,Clock_info03c,,,413,255,49,0,0,0.00%,375,250,6,0,0,0.00%,"Diff192-diff35-logic_optimization: msg: 1, case: 1
Diff178-report27-clocktietoconst: msg: 3, case: 3
Diff22-Lint_error: msg: 14, case: 5
Diff34-synth7-shift_register: msg: 28, case: 28
Diff125-diff20-logic_optimization: msg: 1, case: 1
Diff131-bug33-clocktietoconst-logic_optimization: msg: 2, case: 1
diff178-report27-clocktietoconst: msg: 27, case: 21","Diff104-bug23-wildcard: msg: 6, case: 2
pass-diff81-synth15-unsynthesizable: msg: 32, case: 4","Diff192-diff35-logic_optimization: msg: 1, case: 1
Diff178-report27-clocktietoconst: msg: 3, case: 3
Diff22-Lint_error: msg: 14, case: 5
Diff104-bug23-wildcard: msg: 6, case: 2
Diff34-synth7-shift_register: msg: 28, case: 28
Diff125-diff20-logic_optimization: msg: 1, case: 1
Diff131-bug33-clocktietoconst-logic_optimization: msg: 2, case: 1
diff178-report27-clocktietoconst: msg: 27, case: 21
pass-diff81-synth15-unsynthesizable: msg: 32, case: 4",,,
SetupAsyncClkConvOnMux,Clock_info05,,,130,93,25,0,0,0.00%,117,96,12,0,0,0.00%,"Diff61-diff9-clk_inferred: msg: 2, case: 1
Diff29-synth6-multi_mux: msg: 20, case: 6
Diff55-line_no: msg: 14, case: 2
Diff65-bug11-clock_info05: msg: 3, case: 3
pass-Diff31-line_no: msg: 12, case: 7","Diff61-diff9-clk_inferred: msg: 3, case: 2
Diff29-synth6-multi_mux: msg: 4, case: 4
Diff55-line_no: msg: 2, case: 2
Diff24-synth4-mux_and: msg: 1, case: 1
Diff500-built_in-003: msg: 1, case: 1
Diff65-bug11-clock_info05: msg: 3, case: 3
Diff51-synth11-mux: msg: 1, case: 1
pass-Diff31-line_no: msg: 12, case: 7","Diff61-diff9-clk_inferred: msg: 7, case: 4
Diff29-synth6-multi_mux: msg: 24, case: 6
Diff55-line_no: msg: 16, case: 2
Diff24-synth4-mux_and: msg: 3, case: 2
Diff500-built_in-003: msg: 2, case: 1
Diff65-bug11-clock_info05: msg: 6, case: 3
Diff51-synth11-mux: msg: 3, case: 3
Diff75-line_no3: msg: 8, case: 4
Diff115-bug27-version_difference: msg: 2, case: 2
Diff5-bug1-mux_latch: msg: 2, case: 2
Diff22-Lint_error: msg: 2, case: 2
Diff131-bug33-clocktietoconst-logic_optimization: msg: 4, case: 1
pass-Diff150-report22_conv: msg: 10, case: 8
pass-Diff31-line_no: msg: 16, case: 9",,,
