enno_msgid,sg_rule,eReason,sReason,enno_total_message,enno_total_case,enno_total_false,real_false,real_false_case,false_report_ratio,s_total_message,s_total_case,s_total_miss,real_miss,real_miss_case,miss_report_ratio,eReasonDiffStatistics,sReasonDiffStatistics,reasonDiffStatistics,eReasonIssueStatistics,sReasonIssueStatistics,reasonIssueStatistics
SetupPortIgnoredUnconnected,Setup_port01,,,27,18,0,0,0,0.00%,442,51,18,0,0,0.00%,,"Diff202-synth-preserve_x: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 4, case: 3
Diff83-infer_engine: msg: 1, case: 1
Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 2, case: 1
Diff93-bug18-data_const: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 74, case: 3","Diff202-synth-preserve_x: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 4, case: 3
Diff83-infer_engine: msg: 1, case: 1
Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 2, case: 1
Diff93-bug18-data_const: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 74, case: 3",,,
SetupPortIgnoredNotToSeq,Setup_port01,,,2,1,0,0,0,0.00%,442,51,18,0,0,0.00%,,"Diff202-synth-preserve_x: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 4, case: 3
Diff83-infer_engine: msg: 1, case: 1
Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 2, case: 1
Diff93-bug18-data_const: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 74, case: 3","Diff202-synth-preserve_x: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 4, case: 3
Diff83-infer_engine: msg: 1, case: 1
Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 2, case: 1
Diff93-bug18-data_const: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 74, case: 3",,,
SetupPortPartiallyConstrained,Setup_port01,,,2,1,0,0,0,0.00%,442,51,18,0,0,0.00%,,"Diff202-synth-preserve_x: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 4, case: 3
Diff83-infer_engine: msg: 1, case: 1
Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 2, case: 1
Diff93-bug18-data_const: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 74, case: 3","Diff202-synth-preserve_x: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 4, case: 3
Diff83-infer_engine: msg: 1, case: 1
Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 2, case: 1
Diff93-bug18-data_const: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 74, case: 3",,,
SetupPortNoConstraint,Setup_port01,,,43,35,2,0,0,0.00%,442,51,18,0,0,0.00%,"Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 1, case: 1
Diff93-bug18-data_const: msg: 1, case: 1","Diff202-synth-preserve_x: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 4, case: 3
Diff83-infer_engine: msg: 1, case: 1
Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 2, case: 1
Diff93-bug18-data_const: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 74, case: 3","Diff202-synth-preserve_x: msg: 1, case: 1
Diff18-irregular2-vclk: msg: 4, case: 3
Diff83-infer_engine: msg: 1, case: 1
Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 3, case: 1
Diff93-bug18-data_const: msg: 2, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 74, case: 3",,,
SetupConstraintConflict,Setup_check01,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SetupBBoxPinNoConstraint,Setup_blackbox01,,,2,1,0,0,0,0.00%,26,4,2,0,0,0.00%,,"Diff83-infer_engine: msg: 2, case: 1","Diff83-infer_engine: msg: 2, case: 1",,,
SetupBBoxPinFullyConstrained,Setup_blackbox01,,,31,5,10,0,0,0.00%,26,4,2,0,0,0.00%,"Diff83-infer_engine: msg: 2, case: 1
Diff107-bug24_syntax1: msg: 8, case: 1","Diff83-infer_engine: msg: 2, case: 1","Diff83-infer_engine: msg: 4, case: 1
Diff107-bug24_syntax1: msg: 8, case: 1",,,
SetupBBoxPinPartiallyConstrained,Setup_blackbox01,,,0,0,0,0,0,0,26,4,2,0,0,0.00%,,"Diff83-infer_engine: msg: 2, case: 1","Diff83-infer_engine: msg: 2, case: 1",,,
SetupBBoxPinIgnored,Setup_blackbox01,,,1,1,0,0,0,0.00%,26,4,2,0,0,0.00%,,"Diff83-infer_engine: msg: 2, case: 1","Diff83-infer_engine: msg: 2, case: 1",,,
SetupDataTiedToConst,Clock_info03b,,,11,7,3,0,0,0.00%,9,6,1,0,0,0.00%,"Diff87-synth17-data_const: msg: 2, case: 1
Diff93-bug18-data_const: msg: 1, case: 1","Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 1, case: 1","Diff161-synth31-logic_optimization-Ac_unsync02_core: msg: 1, case: 1
Diff87-synth17-data_const: msg: 2, case: 1
Diff93-bug18-data_const: msg: 1, case: 1",,,
SetupInputMultiClkSampled,Clock_sync05,,,8,4,0,0,0,0.00%,0,0,0,0,0,0,"pass-diff111-report14: msg: 8, case: 4",,"pass-diff111-report14: msg: 8, case: 4
pass-diff81-synth15-unsynthesizable: msg: 3, case: 2",,,
SetupInputMultiClkSampled,Clock_sync05a,,,8,4,0,0,0,0.00%,11,6,0,0,0,0.00%,"pass-diff111-report14: msg: 8, case: 4","pass-diff111-report14: msg: 8, case: 4
pass-diff81-synth15-unsynthesizable: msg: 3, case: 2","pass-diff111-report14: msg: 8, case: 4
pass-diff81-synth15-unsynthesizable: msg: 3, case: 2",,,
SetupOutputMultiClkDriven,Clock_sync06,,,1,1,0,0,0,0.00%,3,3,2,0,0,0.00%,"pass-diff111-report14: msg: 1, case: 1","Diff18-irregular2-vclk: msg: 2, case: 2
pass-diff111-report14: msg: 1, case: 1","Diff18-irregular2-vclk: msg: 2, case: 2
pass-diff111-report14: msg: 1, case: 1",,,
SetupOutputMultiClkDriven,Clock_sync06a,,,1,1,0,0,0,0.00%,0,0,0,0,0,0,"pass-diff111-report14: msg: 1, case: 1",,"Diff18-irregular2-vclk: msg: 2, case: 2
pass-diff111-report14: msg: 1, case: 1",,,
SetupRstSenseMissing,Ac_resetvalue01,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SetupResetInferred,Reset_info01,,,57,27,1,0,0,0.00%,81,30,10,0,0,0.00%,"Diff107-bug24_syntax1: msg: 1, case: 1","Diff124-diff20-reset_info01_07: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 15, case: 2","Diff124-diff20-reset_info01_07: msg: 1, case: 1
Diff107-bug24_syntax1: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 9, case: 1
pass-diff81-synth15-unsynthesizable: msg: 15, case: 2",,,
SetupRstNetNotDefined,Reset_info09a,,,1,1,0,0,0,0.00%,1,1,0,0,0,0.00%,,,,,,
